tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,st_tmag,st_dist,st_teff,st_logg,st_rad
candidate,2460122.789,1.0169814,2.353,7976,13.2441,802.863,5616,4.12,1.43
candidate,2460120.227,1.9943104,3.316,10353,13.1408,1166.96,7247,4.19,1.69
candidate,2460111.553,5.7585993,2.737,13636,13.0852,423.344,5090,4.38,0.99
candidate,2460121.786,4.9354155,4.672,12554,13.4559,1281.82,6500,4.14,1.63
candidate,2460117.589,3.5193417,5.025,6522,13.3397,893.78,5620,4.08,1.51
candidate,2460099.198,12.6136992,2.533,2172,11.7958,72.9383,3719,4.69,0.56
candidate,2460120.891,1.318678,1.758,11891,13.2337,584.561,5764,4.46,0.99
candidate,2458544.344,2.1503007,1.9774726,9260.897305,13.4629,758.199,5430,4.41381,1.23206
candidate,2460120.981,5.2820398,2.762,12532,13.1542,538.6,5415,4.37,1.05
candidate,2460117.006,4.3430254,4.425,11142,12.3837,590.613,6594,4.25,1.47
candidate,2460118.398,5.1778752,1.718,29835,14.5665,325.609,3599,4.6,0.66
candidate,2460120.726,2.4519381,2.834,11446,13.2539,1285.43,7085,4.19,1.67
non-candidate,2460121.605,2.8562935,3.785,22525,12.9573,724.77,6383,4.31,1.32
candidate,2460122.567,2.7967251,1.626,5786,12.1662,1324.29,7566,3.85,2.61
candidate,2460123.68,2.2104947,2.925,7893,12.6801,556.822,5421,4.01,1.58
candidate,2460121.856,2.3519086,1.43,16808,12.8821,737.776,6026,4.22,1.37
non-candidate,2460120.784,4.8741147,2.049,4613,12.4154,906.007,6085,3.84,2.11
candidate,2460118.79,5.6858804,4.185,10855,12.976,673.262,5492,4.12,1.41
candidate,2460030.705,11.2365977,2.292,9414,9.271401,141.812,6446,4.37882,1.29
candidate,2460122.611,14.6768874,2.617,15152,13.33,407.089,5230,4.62,0.77
candidate,2460140.325,6.8552506,3.525,4540,11.5315,687.671,6847,4.02,1.96
candidate,2460144.815,3.940549,3.78,3700,12.3102,539.819,5493,4.07,1.5
candidate,2460149.775,3.272056,3.3,7709,13.136,782.336,5668,4.15,1.39
candidate,2460150.35,4.5833112,2.275,4988,12.5912,627.991,5853,4.18,1.39
candidate,2460150.901,0.5940157,1.035,4094,13.4902,772.86,5663,4.31,1.17
candidate,2460150.312,1.9519092,1.056,31413,14.1345,198.552,3498,4.69,0.55
candidate,2460150.328,3.3615701,4.502,6992,11.9656,730.364,6258,3.97,1.9
candidate,2460150.496,3.9718475,1.09,5487,12.7488,591.27,6064,4.39,1.12
candidate,2460151.44,1.3504913,1.586,9835,12.7308,276.346,4858,4.51,0.82
candidate,2458493.025,11.3298459,4.4750093,821.128478,10.9162,205.847,5624,4.39124,1.057
candidate,2460132.487,13.4570562,4.073,11282,13.0863,624.732,5771,4.3,1.06
candidate,2460146.791,2.7638775,1.559,7451,13.0965,847.831,6155,4.25,1.35
candidate,2460150.088,1.7278017,2.771,17825,13.2542,900.072,6460,4.27,1.38
candidate,2460143.626,6.0368213,1.984,108361,14.5979,161.561,3445,4.82,0.41
candidate,2460145.684,3.1539313,4.023,14772,13.1622,1181.26,6610,4.12,1.7
candidate,2460129.52,16.2501976,7.487,2930,11.9955,601.743,6177,4.12,1.58
candidate,2460150.086,2.7142282,3.44,23021,13.3278,764.325,6063,4.37,1.15
candidate,2460146.921,2.9588636,3.438,8605,11.8193,644.937,6405,4.07,1.74
candidate,2460116.93,24.092358,3.907,14405,13.1004,527.181,5388,4.36,1.06
candidate,2460143.989,4.2221583,2.921,7098,12.6442,447.05,5589.8,4.42,1.02
non-candidate,2460004.893,11.1755425,5.482,7873,9.99028,320.671,6655,3.9,1.91
candidate,2460140.928,6.1030299,3.689,13335,12.6118,691.423,6057,4.2,1.41
candidate,2460131.539,18.8224069,1.76,13388,12.9998,578.879,5661,4.36,1.1
candidate,2460151.019,7.9605908,3.236,6040,12.3197,267.086,5081.5,4.51,0.85
candidate,2460149.313,6.5516113,0.786,6717,12.4415,213.236,4841.8,4.6,0.73
candidate,2460140.001,7.3099457,6.439,4484,12.227,945.78,6391,3.79,2.38
candidate,2460149.798,2.1250402,2.897,8318,13.2392,689.289,5355,4.05,1.51
candidate,2460145.114,3.7871416,3.257,6722,13.1197,614.047,5594,4.28,1.19
candidate,2460149.847,0.9898852,1.352,4914,13.1505,803.074,5339,3.96,1.66
candidate,2460136.575,22.3751134,11.966,6829,10.2912,290.48,6477.7,4.24,1.47
candidate,2460150.892,0.664786,0.66,1215,11.7301,472.318,6333,4.28,1.35
candidate,2459281.007,0.433569,0.9778227,741.9430791,8.98207,163.41,5967,3.9495,1.7628
candidate,2460150.796,4.1518071,2.653,1556,11.6114,916.11,6702,3.72,2.71
candidate,2460148.795,1.2245052,1.091,24584,12.0887,143.347,4337.4,4.58,0.7
candidate,2460149.842,1.1079142,1.106,36019,14.8107,365.008,3969,4.66,0.59
candidate,2460149.719,3.3522572,1.934,6919,12.3544,594.791,5951,4.19,1.39
candidate,2460148.146,3.7724643,2.099,8796,12.0533,545.522,6170,4.23,1.38
candidate,2460150.27,1.040425,0.979,9568,13.2735,345.714,4750,4.45,0.86
candidate,2460202.861,23.2490769,3.914,48641,11.3272,127.824,4849,4.65,0.69
candidate,2460166.64,6.6210878,2.297,13071,13.3396,353.575,4790,4.53,0.79
candidate,2460177.657,3.0449187,2.988,19894,12.3079,564.778,6026,4.22,1.36
candidate,2460177.25,2.6855972,1.744,31004,14.3972,295.344,3822,4.64,0.62
candidate,2460045.433,15.7784931,3.3857406,6805.627558,10.6845,421.349,7447,3.79,1.6898
candidate,2460174.448,11.3498282,4.564,10625,13.29,805.162,6009,4.34,1.18
candidate,2460178.787,1.1602698,0.489,18692,14.3355,338.917,3692,4.57,0.7
candidate,2460160.521,12.6357243,3.717,8255,12.5372,640.607,5951,4.17,1.41
candidate,2460175.787,2.3557153,1.866,740,12.0721,179.829,4851,4.62,0.72
candidate,2460178.824,0.7941828,0.905,2393,11.417,467.456,6397,4.16,1.55
candidate,2460196.837,17.9217736,4.309,44474,13.169,364.427,5144.1,4.46,0.76
candidate,2460163.799,10.9267866,6.548,9304,13.0109,823.919,5792.8,4.3,1.46
candidate,2460203.125,3.1998039,1.816,3672,13.2874,652.946,5430,4.3,1.15
candidate,2460191.694,10.1956949,1.526,3293,11.5508,347.192,5791,4.29,1.21
candidate,2460168.772,8.5467163,3.813,2387,11.4741,396.001,5557.6,4.03,1.58
candidate,2460037.26,6.8392388,4.176,1213,9.2231,83.1548,5085,3.92,1.08
candidate,2460203.144,2.014214,1.854,971,12.8958,321.298,5039,4.54,0.82
candidate,2460179.095,3.535713,2.148,3116,12.5638,322.148,5222,4.52,0.86
candidate,2460176.064,2.7492112,1.866,26414,14.3703,282.982,3794,4.65,0.6
candidate,2460206.518,2.8411187,1.993,1915,12.3104,435.392,5517,4.27,1.19
candidate,2460177.601,5.407469,2.87,13091,12.5602,415.63,5417,4.39,1.03
candidate,2460170.129,16.4547455,4.517,2186,11.5321,280.399,5826,4.47,0.98
candidate,2460197.007,6.4375108,2.572,730,12.1851,232.898,5203,4.65,0.74
candidate,2460177.942,4.4738444,6.406,2985,12.1331,684.32,4943.1,4.33,2.53
candidate,2460174.845,3.4894537,2.134,8533,12.7844,546.355,5415.7,4.4,1.19
candidate,2460144.982,23.842,5.577,12487,12.714,735.578,5923.2,4.33,1.45
candidate,2459303.595,3.4058895,2.6582989,15490.07954,11.4553,383.829,6302,4.30907,1.26867
candidate,2460154.705,1.8778647,1.5178899,15157.02129,11.4907,220.491,5100,4.4,0.927664
candidate,2460150.882,57.1050077,5.271,3388,10.7052,185.272,5816,4.49,0.97
candidate,2460230.689,5.1392756,2.426,862,12.449,139.371,4014,4.53,0.71
candidate,2460219.145,8.2616616,2.862,1343,11.5018,202.585,5281,4.53,0.86
candidate,2460226.787,6.3392677,3.02,1739,12.1093,290.495,5289,4.46,0.93
candidate,2460232.513,0.2803246,0.868,507,10.0298,61.8736,4477,4.56,0.72
candidate,2460229.092,9.100412,2.181,1085,9.3742,62.4491,5013.7,4.58,0.77
candidate,2460232.29,0.9494413,1.392,136,7.13,65.74622,5872.1,4.33,1.19
candidate,2460209.808,1.5109447,0.6401499,10693.48816,13.8529,365.008,5780,5.27596,0.114827
candidate,2460210.871,2.9944742,3.0998781,3499.754712,12.5377,620.723,5756,4.13367,1.44085
candidate,2460015.416,19.8507621,2.249,1766,9.8532,2228.79,9488,4.07548,2.35947
candidate,2460208.637,8.9000334,1.8542477,22163.28257,13.8694,830.221,5854,4.45956,1.0044
candidate,2460217.185,13.9285074,3.9986123,13364.35946,12.8988,344.681,5103.41,4.52801,0.836141
candidate,2460209.339,5.3920955,4.2434029,15466.35885,11.5955,399.765,5752.18,4.14674,1.41933
candidate,2460210.093,5.4977872,4.9400249,6357.726888,11.1862,470.668,6281,4.05316,1.72746
candidate,2460209.335,3.8068712,2.2690911,17898.91032,14.1277,293.966,3913,4.6113,0.647921
candidate,2460199.692,4.7443604,1.139,9002,12.6204,285.596,5420.1,4.5,0.75
candidate,2460203.094,3.334884,2.559,12501,12.8903,491.962,5771,4.51,0.93
candidate,2460205.921,1.3939452,0.922,5131,13.1315,702.363,6140,4.42,1.09
candidate,2460199.336,7.5954765,2.533,45085,13.6193,181.602,3768,4.68,0.57
non-candidate,2458371.511,1825.048364,3.62,2576,9.9309,319.053,6290,3.89,2.09
candidate,2460268.402,11.6332127,5.081,3480,9.9623,213.283,5287.7,3.88,1.73
candidate,2460198.639,6.0803777,2.486,1366,10.508,80.8163,4275.7,4.37,0.89
candidate,2460185.036,12.0101118,2.82,1204,12.4722,137.666,4073,4.59,0.67
candidate,2460176.964,16.7382238,3.529,15139,12.4031,182.425,4551,4.6,0.7
candidate,2460189.689,10.636983,5.378,2913,12.5478,855.371,6297,4.1,1.65
candidate,2460203.737,2.7663479,1.212,2476,13.1113,790.585,6413,4.4,1.19
candidate,2460165.854,26.3333899,2.783,8665,12.1227,295.36,5309,4.46,0.93
candidate,2460206.119,0.6541517,0.823,35193,14.9737,446.864,3657,4.58,0.69
candidate,2460195.357,10.0512067,1.763,22227,14.504,145.095,3428,4.84,0.38
candidate,2460202.533,3.3024845,1.465,1241,11.8272,61.1486,3634,4.75,0.49
candidate,2460188.563,9.6804752,3.922,10071,12.6565,520.499,5622,4.31,1.16
candidate,2458492.222,3.5137609,1.7579691,333.5976712,9.9362,255.337,6279.8,4.26,1.59007
candidate,2460232.579,0.6183488,0.587,5306,12.9887,557.124,5272,4.23,1.2
candidate,2460232.159,3.7942532,3.769,6913,12.3945,660.159,5753.6,4.04,1.6
candidate,2460225.546,8.2241876,3.501,8621,11.8423,383.433,5669.2,4.21,1.31
candidate,2460247.385,7.8407154,2.891,5326,13.0613,715.613,5703,4.21,1.31
candidate,2460255.85,15.5106583,4.356,5014,12.6092,384.084,5472,4.37,1.06
candidate,2460231.801,2.4465664,1.753,2778,12.7937,211.088,4185.5,4.37,0.88
non-candidate,2460224.828,8.0179256,1.018,8684,12.5227,361.951,5356,4.46,0.94
candidate,2460231.34,3.6810755,2.49,8544,13.0507,463.319,5465,4.46,0.95
candidate,2460227.772,3.4106422,4.174,4984,12.8562,708.514,5222,3.83,1.89
candidate,2459466.023,763.9701133,3.659,28404,14.2212,200.19,3671,4.71,0.53
candidate,2459977.555,36.2995129,4.4333923,1322.247275,9.8445,42.4467,4253.9,4.57,0.617519
candidate,2460277.872,6.6968572,3.398,589,10.1341,320.806,6466.5,4.05,1.8
candidate,2460258.272,12.4652143,3.635,1127,8.9496,74.1676,5647.1,4.55,0.88
candidate,2460251.644,11.0248821,2.917,1943,12.3252,75.1703,3798,4.77,0.46
candidate,2460236.841,18.8204255,2.4015591,983.8549658,8.6781,60.1874,5450,4.5378,0.868947
non-candidate,2460235.022,2.668957,2.7508738,17029.872,12.1616,468.406,5983.3,4.3234,1.19683
candidate,2460235.651,3.5245689,3.150024,20956.94783,13.1378,753.865,6203,4.37189,1.17724
non-candidate,2460282.741,15.1771428,4.556,538,9.089871,140.69,6200,4.25,1.36
candidate,2459521.374,33.5920255,6.385,3352,11.6575,246.599,5468,4.5,0.91
non-candidate,2460688.287,2.0990769,2.343,501,10.1063,532.485,8853,4.18,2
candidate,2460263.239,13.5853161,5.271,850,10.4398,248.774,5854,4.15,1.43
non-candidate,2459986.415,6.8787507,2.599,359,8.5885,176.054,6636,3.99,1.98
candidate,2460257.596,14.9166631,3.709,659,10.2919,115.933,5434,4.6,0.81
candidate,2459934.874,1.9769396,3.021,11495,12.7034,775.775,6440.5,4.12,1.65
non-candidate,2460098.203,0.5666806,0.722,1530,12.7726,733.941,5517,3.99,1.65
candidate,2459811.24,4.0887217,3.9569972,1196.05978,8.9797,93.7345,5657,4.35534,1.09993
candidate,2459645.913,14.4217699,2.3406411,2348.45658,11.4834,562.376,6026.94,3.92106,1.91917
candidate,2459617.529,11.6515287,4.1130736,15415.73003,12.4434,329.485,5335,4.50186,0.891247
candidate,2459638.336,4.8003341,1.9999398,6286.501616,12.7451,229.607,4664.59,4.60279,0.71163
candidate,2459647.313,6.5883481,5.3652099,5547.404593,12.1938,526.024,6186.7,4.31682,1.24901
candidate,2459886.753,19.9253903,7.1580751,4510.284036,10.6594,324.436,6213,4.11609,1.58437
candidate,2459665.725,10.5465818,3.4172956,26790.70155,13.2247,661.309,5726,4.37006,1.0922101
non-candidate,2458545.057,1.66402,3.397,7964.45,10.7014,108.513,4841.3,4.71,0.78
candidate,2459256.543,4.0887217,8.8064896,1970.177992,11.0866,299.679,5964,4.27302,1.26252
candidate,2459614.499,8.3106603,1.6506686,9717.19342,13.4184,517.159,5675,4.63371,0.802301
candidate,2459616.904,17.8961832,5.8302347,6620.009777,13.0658,720.54,5767.33,4.22267,1.30053
candidate,2460231.547,4.0887217,13.4131846,1002.273045,8.18933,167.253,6140,3.70561,2.5072899
candidate,2459639.259,3.3706303,1.5183944,166589.9107,14.9046,73.8131,3133,5.02671,0.222121
non-candidate,2460600.031,7.0469712,2.551,1020,10.4505,203.968,5940,4.33,1.2
candidate,2459107.486,19.7357748,4.9695046,1136.755791,10.6939,209.632,5985,4.44957,1.03501
candidate,2459068.398,8.330174,3.776804,8477.605288,13.5242,987.789,5858,4.3,1.3273
candidate,2459065.544,18.1070683,3.4544369,1920.639624,10.5941,57.17,4024,4.5752,0.677805
candidate,2458327.521,2.8625937,2.6639389,150.7007612,9.3703,90.2461,5503,4.48743,0.930478
non-candidate,2458547.351,3.64376,3.38,3632.91,10.298,3500.23,5463.2,4.39,1.23434
candidate,2458332.823,13.9223368,3.0897341,551.9568212,11.5872,121.118,4468,4.54813,0.737084
candidate,2459036.647,3.2727859,1.703415,450.9235482,10.61,79.6238,4550,4.62037,0.68788
candidate,2458358.329,36.4358589,9.2522534,384.0441817,5.6801,34.0071,6597,4.28305,1.40426
candidate,2458357.607,4.9676784,0.926966,540.7934769,8.7302,165.652,6971.2,4.22817,1.57506
candidate,2459038.047,16.8267434,2.4103679,1999.912843,11.4353,80.8057,3944,4.62692,0.628984
candidate,2459044.538,1083.557599,8.3500813,2930.071411,10.4547,445.903,6002,3.68023,2.52105
candidate,2460260.963,3.4770171,2.5101218,19986.42535,13.6336,514.449,5225.91,4.53759,0.84127
candidate,2460286.464,3.3795099,2.7055281,18575.23435,13.8213,531.164,5203,4.57695,0.799465
candidate,2460288.92,3.7120776,3.0734816,1532.399567,11.2167,265.784,5501.09,4.19961,1.29268
candidate,2460286.806,4.4284676,2.4495032,11582.51898,14.0865,299.837,3893,4.58525,0.680198
non-candidate,2460684.183,6.9055908,1.7156097,803.795684,10.234,169.117,5846,4.4,1.23434
candidate,2460286.752,2.5139302,2.9912384,12564.19645,13.7111,773.896,5585,4.34946,1.10185
candidate,2460645.526,16.2520546,8.647,220,8.96016,219.07,6696,3.89,2.24
candidate,2460302.339,7.63779,2.251,318,8.5627,99.7368,5924,4.24,1.31
candidate,2460312.097,0.5843146,0.555,1043,10.4371,278.382,6870.8,4.28,1.46
candidate,2459541.688,9.3079811,3.235,6907,11.926,403.421,6076.4,4.41,1.1
candidate,2460307.88,2.4915545,1.2,667,10.5681,528.441,8013,4.13,1.98
candidate,2459222.284,3.9155539,3.72,12003,12.8463,954.145,6285,4.11,1.62
candidate,2460251.99,9.7716812,5.281,4411,13.2757,820.383,6518.8,4.23,1.47
candidate,2460237.501,14.2308461,5.835,4278,12.292,525.307,5787.9,3.96,1.77
candidate,2460257.989,0.7603078,0.363,5657,12.3552,138.924,4069,4.53,0.72
non-candidate,2458491.741,1.03604,1.855,250,9.0188,481.966,9622,3.95,2.74
non-candidate,2460254.527,3.6688102,2.151,8447,13.3268,684.507,5821.5,4.36,1.12
non-candidate,2460195.28,25.714253,6.373,33131,12.1157,232.791,5677.8,4.58,0.86
candidate,2460279.448,5.0989519,2.118,4236,12.7166,652.737,6305,4.34,1.24
candidate,2460279.688,6.7274903,2.944,15103,12.7155,377.68,5221.4,4.44,0.94
candidate,2459402.288,91.9283414,4.343,7033,12.24,468.308,6118.4,4.39,1.13
candidate,2460282.556,5.9785287,2.481,59578,14.8966,324.628,3674,4.66,0.59
candidate,2460278.004,8.2864221,5.859,3916,12.1756,549.607,5643,3.95,1.76
candidate,2460285.161,4.3427321,1.23,7461,13.0985,628.904,5737.3,4.35,1.12
candidate,2460284.495,3.8978437,3.523,14344,13.3511,803.501,6280,4.34,1.24
candidate,2459561.065,719.5740937,2.942,19525,12.7026,267.625,4854,4.55,0.78
non-candidate,2458506.494,4.0887217,4.029,9640,11.2248,114.765,4654.2,4.59,0.72
candidate,2460273.053,7.2218817,2.116,8080,12.9171,672.359,6172.8,4.39,1.15
candidate,2460283.23,2.2183625,2.773,4409,12.8582,968.621,6307,3.98,1.89
candidate,2460267.8,8.9533044,5.747,6349,13.1823,881.714,5808,4.12,1.46
candidate,2460279.092,9.765482,5.01,2552,11.7123,737.065,5887,3.73,2.35
candidate,2460282.963,2.8398671,3.091,8268,12.8359,654.771,5954,4.13,1.48
candidate,2460285.453,1.763034,1.849,21098,14.4404,358.433,3958,4.59,0.67
candidate,2460266.813,10.298566,2.022,4219,12.2709,134.941,4201.6,4.61,0.67
candidate,2460283.743,1.3809769,1.229,927,11.8356,608.736,7445.4,4.3,1.53
candidate,2460277.283,4.8789974,6.112,4762,13.1593,1454.11,6473,3.78,2.46
candidate,2460282.145,1.9207699,1.448,8247,13.3117,862.172,6039.4,4.2,1.38
non-candidate,2458366.772,48.0511988,4.3070574,14503.36049,11.2595,223.882,5354.96,4.45894,1.0417
candidate,2460285.535,0.3052608,0.309,1620,12.5437,51.7699,3338,4.85,0.37
candidate,2460280.357,2.9371797,4.009,6422,13.4258,1353.76,6610,3.91,2.17
candidate,2460266.428,11.2320736,2.549,5174,10.9542,255.34,6234,4.47,1.06
candidate,2460285.452,5.6906792,5.548,3155,12.3361,1581.02,6749,3.63,3.03
candidate,2460271.568,12.3027503,3.596,1304,10.7077,121.757,5181.1,4.62,0.76
candidate,2460271.368,14.8547783,5.931,8228,12.9455,890.043,6397,4.26,1.39
candidate,2460269.633,13.2272686,1.676,11013,13.0434,598.429,5648,4.33,1.13
candidate,2460274.153,6.5202038,4.73,9263,11.9687,720.413,6628,4.13,1.68
candidate,2460282.695,5.4911822,0.523,4727,12.4004,569.591,6250,4.29,1.3
candidate,2460280.812,3.2232502,3.185,7301,13.4456,1116.31,7164.1,4.33,1.44
candidate,2458346.404,21.3764237,4.7666334,786.0019744,10.749,144.045,5591,4.38111,0.811463
candidate,2460284.72,2.0478359,1.559,40591,14.9577,365.008,3854,4.63,0.63
candidate,2460279.795,3.7279887,3.303,13982,13.3694,1030.88,6514,4.17,1.58
non-candidate,2460311.735,5.1391542,0.633,6171,12.2479,388.991,5974.6,4.48,1
candidate,2460285.316,0.8204734,1.171,2903,12.9312,865.039,5956.8,4.1,1.55
candidate,2460283.831,4.0207557,2.017,1556,11.4374,190.042,5019.9,4.41,0.95
candidate,2460277.209,5.1185703,6.274,2687,12.1032,1020.81,6547.8,3.76,2.55
candidate,2460276.864,12.3900547,5.787,6904,13.4137,1048.28,6824.2,4.36,1.33
candidate,2458377.046,160.6760208,9.5344918,959.8285715,10.8865,176.682,5389.7,4.29499,1.02412
candidate,2460316.951,5.9815745,2.5574444,41908.6246,14.034,338.369,4403,4.6285,0.667127
candidate,2460313.989,3.1381914,2.7306785,15708.96403,14.3021,804.639,5210,4.37321,1.0165401
candidate,2458411.474,0.8602406,0.5124345,719.5357708,10.4276,19.8782,3450,4.89044,0.33819
candidate,2458411.068,3.6942604,1.1278521,832.8225921,10.4276,19.8782,3450,4.89044,0.33819
candidate,2458414.563,4.9652069,0.9361524,633.0580849,10.4276,19.8782,3450,4.89044,0.33819
candidate,2459062.125,1.3059494,1.086804,8517.933334,12.6862,236.69,5107.3,4.33,0.732116
candidate,2459460.591,17.2367433,5.529651,946.1500622,11.0921,271.527,5911.15,4.33608,1.1687
candidate,2459456.139,21.9903619,3.8732381,1122.302109,11.2235,256.011,5294,4.14669,1.33417
candidate,2459475.616,8.8349261,6.2442811,6132.255344,12.8131,159.244,3303,3.84689,1.1499799
candidate,2460210.583,4.7645838,0.9332304,855.7217275,10.0394,131.527,5432.25,4.37517,1.0462199
candidate,2459505.194,5.9693397,3.441038,105.5424205,6.3103,31.1664,6007,4.37729,1.12993
candidate,2459508.009,28.0693949,6.0393818,154.3008171,6.3103,31.1664,6007,4.37729,1.12993
candidate,2459449.712,2.1659522,1.5926216,431.2815173,10.6839,216.411,6194.54,4.28076,1.30635
candidate,2459502.376,4.7335575,3.2089234,930.2503519,11.6736,477.295,5496,3.93163,1.75896
candidate,2460340.704,2.3475051,2.8281222,1972.371829,12.0086,430.708,5924,4.31001,1.20432
non-candidate,2460340.479,1.5142292,1.7190416,5271.455864,12.367,658.741,6616,4.2907,1.39196
candidate,2460342.86,4.5565614,2.7966471,5389.410619,12.367,658.741,6616,4.2907,1.39196
candidate,2458418.926,8.6078603,3.6798697,555.0621766,9.3553,93.7714,5447,4.39971,0.968149
candidate,2460342.997,11.714447,3.5131822,12763.9935,13.9354,587.91,5165,4.48308,0.885629
candidate,2460343.972,4.1866989,6.5543918,2199.89363,8.49335,231.047,6309,3.62105,2.85361
candidate,2459661.074,5.4809114,4.908,2237,10.388,297.451,5907,3.99,1.72
candidate,2459857.549,31.6527509,3.72,940,8.7622,76.325,5626,4.44,1
candidate,2459976.9,7.7517707,3.975,4381,11.5622,360.739,5741,4.24,1.27
candidate,2460038.793,2.1449013,3.043,6115,11.9453,365.008,5800.55,4.33,1.23434
candidate,2460037.518,1.7346044,1.084,1007,9.9853,252.27,6850,4.26,1.49
candidate,2460250.886,5.0957983,1.772,714,11.4398,98.0152,4197,4.56,0.7
candidate,2458661.083,9.1258136,3.173012,169.7218223,7.5621,23.6103,4747.13,4.56794,0.750709
candidate,2459451.225,8.754708,3.4644403,1527.674894,11.584,214.753,5888,4.57,0.889347
candidate,2458328.942,15.0867738,2.1250291,1911.92218,12.1293,63.3731,3570,4.83196,0.471842
candidate,2459463.701,4.0887217,2.85547,409.3413481,7.9859,73.7757,6186,4.37093,1.17357
candidate,2458525.814,425.4506963,2.9472616,4753.282994,11.6627,25.4675,3261,4.92925,0.296806
candidate,2459518.397,59.8473992,4.3696664,11392.75077,11.3281,245.962,5765.3,4.38,1.09215
candidate,2459465.951,31.1571613,5.9839922,336.5990841,9.57157,171.467,6317.08,4.2542,1.3783
candidate,2460256.948,4.0887217,5.1289452,3407.848686,12.7079,99.0504,3683,4.72407,0.515263
candidate,2459509.801,748.7146251,6.6689152,1655.350907,8.3323,46.2206,5235,4.5339,0.844852
candidate,2460310.606,1.2117417,1.046,33487,14.7975,319.82,3521,4.6,0.66
candidate,2460311.482,4.6017382,2.615,17212,12.9994,753.271,6233,4.25,1.37
candidate,2460291.074,13.414031,4.578,6670,13.1421,587.794,5614,4.31,1.16
non-candidate,2460310.065,1.4956727,1.965,3708,11.9409,239.055,4812,4.28,1.06
candidate,2460197.514,14.8011934,3.42,345,9.8106,193.29,6138.6,4.07,1.42
candidate,2460175.079,33.6336133,5.352,384,9.8106,193.29,6138.6,4.07,1.42
candidate,2458374.209,672.6366236,7.4883769,423.1260918,9.8106,193.29,6138.6,4.07,1.41864
candidate,2460309.569,1.5829358,1.64,11242,13.4815,598.703,6047.9,4.68,0.81
candidate,2460311.068,0.9902419,1.405,16490,13.4136,755.331,5643,4.25,1.25
candidate,2460306.676,15.1389808,2.71,1596,10.7962,82.7081,4448.2,4.6,0.7
candidate,2460312.391,0.3695622,0.446,2001,12.2414,342.122,5661,4.5,0.94
non-candidate,2460309.127,1.8819016,1.162,5107,13.2387,375.707,4704,4.36,0.95
candidate,2460320.796,9.9444971,3.171,3078,11.2722,630.147,6576,3.93,2.1
non-candidate,2460337.887,0.9602835,1.497,3132,12.9691,564.394,5708,4.38,1.08
candidate,2460310.677,16.179367,3.903,10730,12.6255,436.991,5576,4.37,1.07
candidate,2460370.356,27.035894,3.477,3817,12.6338,160.932,4225,4.62,0.66
candidate,2460328.263,11.3689753,5.492,5979,12.4889,614.957,6076,4.26,1.31
candidate,2459303.157,16.051106,1.3968229,2768.521242,10.9102,31.1265,3482,4.438,0.419457
candidate,2458330.486,37.4236838,3.3650101,737.5519387,10.9102,31.1265,3482,4.438,0.419457
candidate,2458331.35,9.977273,2.2583631,459.8525479,10.9102,31.1265,3482,4.438,0.419457
candidate,2458353,27.8096898,2.9558823,406.8232517,10.9102,31.1265,3482,4.438,0.419457
candidate,2460336.037,2.7897577,3.375,3360,12.5322,1238.77,5794,3.52,2.92
candidate,2460317.243,16.3475547,1.873,46329,14.5962,365.008,3662,4.61,0.65
candidate,2460338.349,4.9792822,4.331,4376,12.866,1260.84,6677,3.95,2.07
candidate,2460338.156,0.7331156,0.559,45524,14.2717,155.969,3326,4.77,0.46
candidate,2460321.754,9.8162989,5.37,2369,12.5926,948.197,5755.9,3.77,2.18
candidate,2460366.005,8.1420107,1.89,5380,12.8725,723.398,6089,4.28938,1.27
candidate,2460393.558,51.9120896,4.975,15569,12.8066,339.348,5437,4.55,0.86
non-candidate,2460394.09,1.5342604,3.271,1768,12.695,625.983,8194,4.28,1.7
candidate,2460365.878,0.8406912,1.489,2554,12.9055,410.467,5170,4.42,0.95
candidate,2460392.364,2.3206673,0.969,2935,12.9341,184.12,4231,4.61,0.67
non-candidate,2458389.367,13.697384,4.783848,1061.94658,10.966,217.621,5837,4.37713,1.10089
candidate,2460415.354,4.1976032,1.971,10045,13.0287,583.755,5617,4.29,1.18
candidate,2460369.656,19.394038,4.082,10061,12.9664,518.602,5493,4.35,1.08
candidate,2460387.423,4.0197822,3.18,5109,13.3792,931.193,6208,4.21,1.42
candidate,2460362.063,4.2451891,2.663,5546,12.6968,426.494,5358,4.37,1.05
candidate,2460366.837,0.7406805,0.598,2428,12.5233,537.401,6204.8,4.44,1.08
candidate,2460359.065,7.0687489,0.515,50423,14.3528,164.557,3368,4.77,0.47
candidate,2460366.663,1.598803,2.438,14208,13.3901,796.293,9488,4.58,1.32
candidate,2460363.02,5.0826878,5.11,7327,13.1719,1526.54,6743,3.83,2.42
candidate,2460352.534,20.3158735,5.276,39235,12.9092,473.162,5725,4.53,0.91
candidate,2460328.38,48.2590904,6.299,6743,12.7199,434.178,5936,4.61,0.85
candidate,2458326.816,3.568141,1.4556337,906.9993541,11.8371,84.4039,4015,4.61505,0.577735
candidate,2460394.056,3.1642475,1.115,2330,11.3226,661.226,6975,4.01,2.02
candidate,2459881.26,49.5355004,8.483,5687,12.2564,541.015,6173,4.26,1.33
candidate,2460392.427,2.8583729,1.236,11829,12.9085,537.48,5537,4.27,1.19
